siteName,siteStatus,siteOperation,siteState,siteZip,siteDistrict,siteCounty,contactPhone,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,_updatedOn,siteAddress
Lake Ketchum Boat Launch,,M-F 10:00AM-10:30AM,WA,,Stanwood-Camano,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"8313 S. Lk Ketchum Rd., Stanwood"
Life Church 360,,M-F 11:00AM-11:30AM,WA,,Stanwood-Camano,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"9620 188th St. NW, Stanwood"
Camano Island Yacht Club,,M-F 10:00AM-10:30AM,WA,,Stanwood-Camano,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"129 N. Sunset Drive #1041, Camano"
Chalet at Camaloch,,M-F 11:00AM-11:30AM,WA,,Stanwood-Camano,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"358 Camaloch Drive, Camano"
Lost Lake Clubhouse,,M-F 10:00AM-10:30AM,WA,,Stanwood-Camano,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"1469 Lake Drive, Camano"
Camano Country Club,,M-F 11:00AM-11:30AM,WA,,Stanwood-Camano,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"1243 Beach Drive, Camano"
Shuksan Drive & Sultan Drive,,M-F 10:00AM-10:30AM,WA,,Stanwood-Camano,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"E Shuksan Dr & S Sultan Dr, Camano"
Awa Lane & Wells Way,,M-F 11:00AM-11:30AM,WA,,Stanwood-Camano,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"E Awa Ln & S Wells Way, Camano"
Gold Bar Elementary,,M-F 10:00AM-12:00PM,WA,,Sultan,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"419 Lewis Ave, Gold Bar"
Sultan Middle School,,M-F 10:00AM-12:00PM,WA,,Sultan,Snohomish County,,,,,,,Sat Apr 11 05:41:06 2020,"301 High Ave, Sultan"
Aspen Apartments,,M-F 10:00AM-1:00PM ,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"15821 E 4th Ave, Spokane Valley"
Greenacres Elementary,,M-F 10:00AM-1:00PM ,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"17915 E. 4th, Spokane Valley"
Summit School,,M-F 10:00AM-1:00PM ,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"13313 E. Broadway Ave., Spokane Valley"
Bowdish Middle School,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2109 S. Skipworth Rd., Spokane Valley"
Broadway Elementary School,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"11016 E. Broadway Ave, Spokane Valley"
Evergreen Middle School,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"14221 E. 16th Avenue, Spokane Valley"
Opportunity Elementary School,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1109 S. Wilbur Road, Spokane Valley"
Liberty Creek Elementary Parent Loop,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2309 E Country Vista Dr., Liberty Lake"
Pope Francis,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"16412 E. Sprague Ave., Spokane Valley"
Progress Elementary,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"710 N. Progress Road, Spokane Valley"
Riverbend Elementary,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"17720 E. Mission Ave., Spokane Valley"
Selkirk Middle School,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1409 N. Harvest Pkwy, Liberty Lake"
University Elementary,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1613 S. University Road, Spokane Valley"
University High School,,M-F 10:00AM-1:00PM,WA,,Central Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"12420 E. 32nd Avenue, Spokane Valley"
Salnave Elementary School,,M-F 9:00AM-9:20AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1015 Salnave Rd, Cheney"
Betz Elementary School,,M-F 9:25AM-9:40AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"317 N. Seventh, Cheney"
Bi Mart,,M-F 9:45AM-10:00AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2221 1st St, Cheney"
Windsor Elementary School,,M-F 9:00AM-9:20AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"5504 W. Hallett Rd, Spokane"
Snowdon Elementary School,,M-F 9:30AM-9:50AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"6323 S. Holly Rd., Cheney"
Hayford Village,,M-F 9:55AM-10:15AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"10510 W Richland Rd #1, Cheney"
Fairchild MHP,,M-F 9:00AM-9:15AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"15610 US-2, Medical Lake"
Rambo Rd. & Deno Rd.,,M-F 9:17AM-9:20AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,
West Prairie MHP,,M-F 9:25AM-9:40AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2201 N Craig Rd, Spokane"
Copper Landing Apartments,,M-F 10:00AM-10:20AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"10913 W 6th Ave, Airway Heights"
Deer Creek Apartments,,M-F 10:25AM-10:35AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1610 S Deer Heights Rd, Spokane"
Sunset Elementary School,,M-F 9:00AM-9:25AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"12824 W 12th Ave, Airway Heights"
Basalt Ridge Entrance on 6th,,M-F 9:30AM-10:00AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"13660 W 6th Ave, Airway Heights"
18th and Campbell,,M-F 9:00AM-9:20AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,Airway Heights
Vietzke Village,,M-F 9:35AM-9:50AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2011 S Craig Rd, Airway Heights"
Cedar Summit Apartments,,M-F 10:00AM-10:20AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"10620 W 12th Ave, Spokane"
EWU RED Barn,,M-F 9:00AM-9:15AM ,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"609 W 7th St, Cheney"
Tyler Store,,M-F 9:35AM-9:50AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,
"Spokane St & 4th, Four Lakes",,M-F 10:05AM-10:15AM,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,
Cedar Village,,M-F 9:05AM-9:15AM ,WA,,Cheney,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,
Deer Park Elementary,,M-F 11:00AM-12:00PM,WA,,Deer Park,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1500 E. D Street, Deer Park"
Deer Park Middle School,,M-F 11:00AM-12:00PM,WA,,Deer Park,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"347 S. Colville, Deer Park"
Deer Park Home Link,,M-F 11:00-12:00PM,WA,,Deer Park,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"North 428 Main Ave., Deer Park"
Dalton and Owens,,M-F 11:00AM-12:00PM ,WA,,Deer Park,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,
Dalton and Montgomery,,M-F 11:00AM-12:00PM ,WA,,Deer Park,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,
Williams Valley and Price ,,M-F 11:00AM-11:25PM ,WA,,Deer Park,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,
Swenson and Bittrich Antler Rd.,,M-F 11:30AM-12:00PM ,WA,,Deer Park,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,
East Farms Elementary,,M-F 11:00AM-11:30AM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"26203 E Rowan Ave, Newman Lake"
Otis Orchards Elementary,,M-F 11:00AM-11:30AM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"22000 E Wellesley Ave, Otis Orchards"
KH Grocery Market,,M-F 11:45AM-12:15PM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"21121 E Wellesley Ave, Otis Orchards"
CCS/Skyview,,M-F 11:00AM-11:30AM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"16824 E Wellesley Ave, Spokane Valley"
Trentwood Elementary,,M-F 11:45AM-12:15PM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"14701 E Wellesley Ave, Spokane Valley"
Parkside at Mirabeau Apartments,,M-F 11:00AM-11:30AM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2820 N Cherry St, Spokane Valley"
River Rock Apartments,,M-F 11:45AM-12:15PM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"12820 E Mansfield Ave, Spokane Valley"
Valley Mission Park,,M-F 11:00AM-11:30AM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"11405 E Mission Ave, Spokane Valley"
Whimsical Pig Apartments,,M-F 11:45AM-12:15PM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"13303 E Mission Ave, Spokane Valley"
Eagle Point Apartments,,M-F 11:00AM-11:30AM,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2718 N Bowdish Rd, Spokane Valley"
Timberline Mobile Home Park,,M-F 11:45AM-12:15PM ,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"19625 E Wellesley, Otis Orchard"
Pinecroft Mobile Home Park,,M-F 11:45AM-12:15PM ,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"11920 E Mansfield, Spokane Valley"
Portico Fellowship Church,,M-F 11:00AM-11:30AM ,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"11912 E Empire, Spokane Valley"
Mobile Home Park at Dalton & McKee,,M-F 11:45AM-12:15PM ,WA,,East Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3304  N McKee, Spokane Valley"
Fairfield Community Center,,M-F 9:00AM-10:00AM,WA,,Liberty,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"304 E. Main St, Fairfeild"
Fire Station 35,,M-F 9:00AM-10:00AM,WA,,Liberty,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1801 W. Gibbs Rd, Spokane"
Latah Post Office,,M-F 9:00AM-10:00AM,WA,,Liberty,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"123 W. Market St, Latah"
Mullen Hill Road at Hwy 195 (at the gravel parking lot),,M-F 9:00AM-10:00AM,WA,,Liberty,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,Spokane
Spangle Service Club,,M-F 9:00AM-10:00AM,WA,,Liberty,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"165 N. Main St., Spangle"
Waverly Post Office,,M-F 9:00AM-10:00AM,WA,,Liberty,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"170 N. Commercial St., Waverly"
Brentwood Elementary School,,M-F 11:00AM-12:30PM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"406 W. Regina Ave, Spokane"
Colbert Elementary School,,M-F 11:00AM-12:30PM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"4526 E. Greenbluff Rd., Mead"
Evergreen Elementary School,,M-F 11:00AM-12:30PM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"215 W. Eddy Ave, Spokane"
Meadow Ridge,,M-F 11:00AM-12:30PM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"15601 N. Freya St., Mead"
Midway Elementary School,,M-F 11:00AM-12:30PM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"821 E. Midway Rd., Colbert"
Prairie View Elementary School,,M-F 11:00AM-12:30PM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2606 W. Johannsen Rd., Spokane"
Shiloh Hills Elementary School,,M-F 11:00AM-12:30PM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"505 E. Stonewall Ave, Spokane"
Northwood,,M-F 11:00AM-12:30PM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"12908 N. Pittsburg St, Spokane"
Forest Creek Apartments,,M-F 10:30AM-11:00AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"13110 N. Addison St., Spokane"
Woodhaven Apartments,,M-F 11:20AM-11:50AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"12424 N. Fairwood Drive, Spokane"
Hill N Dale Street Apts,,M-F 10:30AM-11:00AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"8821 N. Hill N Dale St., Spokane"
Mead Food Bank,,M-F 11:20AM-11:50AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"12611 N. Wilson St, Mead"
Cedar Creek Village,,M-F 10:30AM-11:00AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"8502 N. Nevada St, Spokane"
Deer Run @ North Pointe,,M-F 11:20AM-11:50AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1225 E. Westview Ct., Spokane"
Wild Rose Gas/RV Park,,M-F 10:30AM-11:00AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"23106 US 395, Colbert"
St. Joseph’s Church,,M-F 11:20AM-11:50AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3720 E. Colbert Rd., Colbert"
Fire Station #47,,M-F 10:30AM-11:00AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"9814 E. Greenbluff Rd., Colbert"
Fire Station #48,,M-F 10:30AM-11:00AM,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"17711 N. Mt. Spokane Park Drive, Mead"
N Spokane County Library,,M-F 11:20AM-11:50AM ,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"44 E Hawthrone Rd, Colbert"
Pine River Community ,,M-F 11:20AM-11:50AM ,WA,,Mead,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"626 E Greenleaf Dr, Colbert"
Hallett Elementary ,,M-F 11:20AM-11:50AM ,WA,,Medical Lake,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"524 S Hallett St, Medical Lake"
Medical Lake City Hall ,,M-F 11:20AM-11:50AM ,WA,,Medical Lake,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"124 S Lefevre St, Medical Lake"
Medical Lake High School,,M-F 11:20AM-11:50AM ,WA,,Medical Lake,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"200 E Barker St, Medical Lake"
Michael Anderson Elementary,,M-F 11:20AM-11:50AM ,WA,,Medical Lake,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"400 W Fairchild Hwy, Fairchild AFB"
Medical Lake Middle School ,,M-F 11:20AM-11:50AM ,WA,,Medical Lake,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1010 E Lake St, Medical Lake"
Nine Mile Falls Elementary Bus Loop,,M-F 11:15AM-11:45AM,WA,,Nine Mile Falls,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"10102 W. Charles Rd, Nine Mile Falls"
Lake Spokane Elementary Bus Loop,,M-F 11:30AM-12:00PM,WA,,Nine Mile Falls,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"6015 WA-291, Nine Mile Falls"
Riverside Elementary School,,M-F 11:00AM-12:00PM,WA,,Riverside,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3802 E Deer Park Milan Rd., Chattaroy"
Chattaroy Elementary School,,M-F 11:00AM-12:00PM,WA,,Riverside,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"25717 N Yale Rd, Chattaroy"
Elk Sentinel,,M-F 11:00AM-12:00PM ,WA,,Riverside,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"40012 N Elk Camden Rd, Elk"
Peaceful Valley Church,,M-F 11:00AM-12:00PM ,WA,,Riverside,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"201 Allen Rd, Elk"
Fire Station #40 on Elk-Chattaroy,,M-F 11:00AM-12:00PM ,WA,,Riverside,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3219 E Chattaroy Rd, Chattaroy"
Aloha Pines,,M-F 11:00AM-12:00PM,WA,,Riverside,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"40602 N Newport Hwy., Elk"
Rustic Ridge Mobile Park,,M-F 11:00AM-12:00PM,WA,,Riverside,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"35312 N Newport Hwy., Chattaroy"
Arlington Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"6363 N Smith St, Spokane"
Audubon Elementary ,,M-F 11:00AM-12:00PM ,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"6363 N Smith, Spokane"
Bemiss Elementary,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2323 E Bridgeport, Spokane"
Balboa Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3010 W Holyoke Ave, Spokane"
Finch Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3717 N Milton St, Spokane"
Garfield Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"222 W Knox Ave, Spokane"
Grant Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1300 E 9th Ave, Spokane"
Holmes Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2600 W Sharp Ave, Spokane"
Hutton Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"908 E 24th Ave, Spokane"
Lidgerwood Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"5510 N Lidgerwood St, Spokane"
Lincoln Heights Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3322 E 22nd Ave, Spokane"
Longfellow Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"800 E Providence Ave, Spokane"
Logan Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1001 E Montgomery Ave, Spokane"
Moran Prairie Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"4224 E 57th Ave, Spokane"
Mullan Road Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"2616 E 63rd Ave, Spokane"
Ridgeview Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"5610 N Maple St, Spokane"
Roosevelt Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"333 W 14th Ave, Spokane"
Sheridan Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3737 E 5th Ave, Spokane"
Stevens Elementary School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1717 E Sinto Ave, Spokane"
Shaw Middle School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"4106 N Cook St, Spokane"
Rogers High School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"1622 E Wellesley Ave, Spokane"
Shadle Park High School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"4327 N Ash St, Spokane"
Ferris High School,,M-F 11:00AM-12:00PM,WA,,Spokane,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"3020 E 37th Ave, Spokane"
Ness Elementary School,,M-F 11:00AM-1:00PM,WA,,West Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"9612 E Cataldo Ave, Spokane Valley"
Orchard Center Elementary School,,M-F 11:00AM-1:00PM,WA,,West Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"7519 E. Buckeye Ave, Spokane"
Pasadena Park Elementary School,,M-F 11:00AM-1:00PM,WA,,West Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"8508 E. Upriver Dr., Spokane Valley"
Seth Woodard Elementary School,,M-F 11:00AM-1:00PM,WA,,West Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"7401 E Mission Ave, Spokane Valley"
Centennial Middle School,,M-F 11:00AM-1:00PM,WA,,West Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"915 Ella Rd, Spokane Valley"
West Valley High School,,M-F 11:00AM-1:00PM,WA,,West Valley,Spokane County,,,,,,,Sat Apr 11 05:41:06 2020,"8301 E Buckeye Ave, Spokane Valley"
Gess Elementary School,,M-F 9:00AM-11:00AM,WA,,Chewelah,Stevens County,,,,,,,Sat Apr 11 05:41:06 2020,"405 E Lincoln Ave, Chewelah"
Loon Lake School #183,,"M,W 9:00AM-11:00AM",WA,,Loon Lake,Stevens County,,,,,,,Sat Apr 11 05:41:06 2020,"4001 Maple St, Loon Lake"
Kurt’s Corner,,"M,W,Th 9:00AM-10:30AM",WA,,Wellprint,Stevens County,,,,,,,Sat Apr 11 05:41:06 2020,"5451 Ford-Wellprint Rd, Ford"
Pappy’s Corner,,"M,W,Th 11:30AM-12:30PM",WA,,Wellprint,Stevens County,,,,,,,Sat Apr 11 05:41:06 2020,"6394 West End Rd, Fruitland"
Wellprint High School,,"M,W,Th 10:00AM-12:00PM",WA,,Wellprint,Stevens County,,,,,,,Sat Apr 11 05:41:06 2020,"6270 Ford-Wellprint Rd, Wellprint"
Chambers Prairie Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"6501 Virginia St SE, Lacey"
Evergreen Forest Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"3025 Marvin Rd. SE, Olympia"
Horizons Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"4601 67th Ave SE, Olympia"
Lacey Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1800 Homann Dr. SE, Lacey"
Lakes Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"6211 Mullen Rd SE, Lacey"
Lydia Hawk Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"7600 5th Ave SE, Lacey"
Meadows Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"836 Deerbrush Dr SE, Lacey"
Mountain View Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1900 College St SE, Lacey"
Olympic View Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1330 Home St SE, Lacey"
Pleasant Glade Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1920 Abernethy Rd NE, Olympia"
Seven Oaks Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1800 7 Oaks, Rd SE, Lacey"
South Bay Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"3845 Sleater Kinney Rd NE, Olympia"
Woodland Elementary,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"4630 Carpenter Rd SE, Lacey"
Salish Middle School,,M-F 11:30AM-12:30PM,WA,,North Thurston,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"Campus Glenn Dr NE, Lacey"
Boston Harbor Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"7300 Zangle Rd. NE, Olympia"
Centennial Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"2637 45th Ave. SE, Olympia"
Garfield Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"325 Plymouth St. NW., Olympia"
Hansen Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1919 Road Sixty-five NW, Olympia"
Lincoln Options Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"213 21st Ave SE, Olympia"
LP Brown Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"2000 26th Ave. NW, Olympia"
Madison Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"1225 Legion Way SE., Olympia"
McKenny Elementary,,M-F 11:00AM-1:00PM,WA,,Olympia,Thurston County,,,,,,,Sat Apr 11 05:41:06 2020,"3250 Morse-Merryman Rd. SE, Olympia"
